id,base_id,text,domain,intent,description,variant,noise_level,emoji_role,split,source
order_cancel_b015_v06,order_cancel_b015,"mujhe lagta hai, mujhe address sahi nahi hai, isliye order ab nahi chahiye...",Orders,order_cancel,Cancel an existing order,punctuation,1_light,none,test,original_constructed
order_cancel_b015_v07,order_cancel_b015,"mujeh lgata hai, mujhe address sahi nahi hai, islye order ab nahi chhaiye",Orders,order_cancel,Cancel an existing order,shorthand_typo,2_medium,none,test,original_constructed
order_cancel_b015_v08,order_cancel_b015,"mujhe lagta hai, mujhe address sahi nahi hai, isliye order ab nahi chahiye 🙏",Orders,order_cancel,Cancel an existing order,shorthand_emoji,1_light,emphasis_or_affect,test,original_constructed
order_cancel_b015_v09,order_cancel_b015,"mujhe lagta hai, mujhe addr sahi nahi hai, isliye ordr ab nahi chahiye 🙏",Orders,order_cancel,Cancel an existing order,code_mix_emoji,2_medium,emphasis_or_affect,test,original_constructed
order_cancel_b015_v10,order_cancel_b015,"mujhe lagta hai, mujhe address sahi nahi hai, isliye order abbb nahi chahiye 😭",Orders,order_cancel,Cancel an existing order,stress,2_medium,emphasis_or_affect,test,original_constructed
order_cancel_b016_v01,order_cancel_b016,"order place ho chuka hai, par delivery bahut late dikh rahi hai; cancel kar do",Orders,order_cancel,Cancel an existing order,clean,0_clean,none,test,original_constructed
order_cancel_b016_v02,order_cancel_b016,"order place ho chuka hai, par delivery bahut late dikh rahi hai; cancel kar do",Orders,order_cancel,Cancel an existing order,shorthand,1_light,none,test,original_constructed
order_cancel_b016_v03,order_cancel_b016,"ordr place ho chuka hai, par delivery bahut late dikh rahi hai; cancel kar do",Orders,order_cancel,Cancel an existing order,code_mix,1_light,none,test,original_constructed
order_cancel_b016_v04,order_cancel_b016,"oredr place ho chkua hai, par delivrey bhaut late dikh rahi hai; cacel kar do",Orders,order_cancel,Cancel an existing order,typo,2_medium,none,test,original_constructed
order_cancel_b016_v05,order_cancel_b016,"order place ho chuka hai, par delivery bahut late dikh rahi hai; cancel kar do 🙏",Orders,order_cancel,Cancel an existing order,emoji,1_light,emphasis_or_affect,test,original_constructed
order_cancel_b016_v06,order_cancel_b016,"order place ho chuka hai, par delivery bahut late dikh rahi hai; cancel kar do...",Orders,order_cancel,Cancel an existing order,punctuation,1_light,none,test,original_constructed
order_cancel_b016_v07,order_cancel_b016,"odrer palce ho chuka hai, par delivery bhaut late dikh rahi hai; cacnel kar do",Orders,order_cancel,Cancel an existing order,shorthand_typo,2_medium,none,test,original_constructed
order_cancel_b016_v08,order_cancel_b016,"order place ho chuka hai, par delivery bahut late dikh rahi hai; cancel kar do 🙏",Orders,order_cancel,Cancel an existing order,shorthand_emoji,1_light,emphasis_or_affect,test,original_constructed
order_cancel_b016_v09,order_cancel_b016,"ordr place ho chuka hai, par delivery bahut late dikh rahi hai; cancel kar do 🙏",Orders,order_cancel,Cancel an existing order,code_mix_emoji,2_medium,emphasis_or_affect,test,original_constructed
order_cancel_b016_v10,order_cancel_b016,"order place hooo chuka hai, par delivery bahut late dikh rahi hai; cancel kar do 😭",Orders,order_cancel,Cancel an existing order,stress,2_medium,emphasis_or_affect,test,original_constructed
order_cancel_b017_v01,order_cancel_b017,pls can you cancel my order? Address sahi nahi hai,Orders,order_cancel,Cancel an existing order,clean,0_clean,none,train,original_constructed
order_cancel_b017_v02,order_cancel_b017,pls can u cancel my order? address sahi nahi hai,Orders,order_cancel,Cancel an existing order,shorthand,1_light,none,train,original_constructed
order_cancel_b017_v03,order_cancel_b017,pls can you cancel my ordr? addr sahi nahi hai,Orders,order_cancel,Cancel an existing order,code_mix,1_light,none,train,original_constructed
order_cancel_b017_v04,order_cancel_b017,pls can you cancel my ordre? Addrses sahi nahi hai,Orders,order_cancel,Cancel an existing order,typo,2_medium,none,train,original_constructed
order_cancel_b017_v05,order_cancel_b017,pls can you cancel my order? Address sahi nahi hai 😕,Orders,order_cancel,Cancel an existing order,emoji,1_light,emphasis_or_affect,train,original_constructed
order_cancel_b017_v06,order_cancel_b017,pls can you cancel my order?? Address sahi nahi hai...,Orders,order_cancel,Cancel an existing order,punctuation,1_light,none,train,original_constructed
order_cancel_b017_v07,order_cancel_b017,pls can u cnacel my order? addrses sahi nahi hai,Orders,order_cancel,Cancel an existing order,shorthand_typo,2_medium,none,train,original_constructed
order_cancel_b017_v08,order_cancel_b017,pls can u cancel my order? address sahi nahi hai 😕,Orders,order_cancel,Cancel an existing order,shorthand_emoji,1_light,emphasis_or_affect,train,original_constructed
order_cancel_b017_v09,order_cancel_b017,pls can you cancel my ordr? addr sahi nahi hai 😕,Orders,order_cancel,Cancel an existing order,code_mix_emoji,2_medium,emphasis_or_affect,train,original_constructed
order_cancel_b017_v10,order_cancel_b017,pls can you cancel myyy order? Address sahi nahi hai 😭,Orders,order_cancel,Cancel an existing order,stress,2_medium,emphasis_or_affect,train,original_constructed
order_cancel_b018_v01,order_cancel_b018,"bhai order cancel karna hai, delivery bahut late dikh rahi hai?",Orders,order_cancel,Cancel an existing order,clean,0_clean,none,test,original_constructed
order_cancel_b018_v02,order_cancel_b018,"bhai order cancel karna hai, delivery bahut late dikh rahi hai?",Orders,order_cancel,Cancel an existing order,shorthand,1_light,none,test,original_constructed
order_cancel_b018_v03,order_cancel_b018,"bhai ordr cancel karna hai, delivery bahut late dikh rahi hai?",Orders,order_cancel,Cancel an existing order,code_mix,1_light,none,test,original_constructed
order_cancel_b018_v04,order_cancel_b018,"bhai odrer cacnel karna hai, delivery bauht late dikh rahi hai?",Orders,order_cancel,Cancel an existing order,typo,2_medium,none,test,original_constructed
order_cancel_b018_v05,order_cancel_b018,"bhai order cancel karna hai, delivery bahut late dikh rahi hai? 😕",Orders,order_cancel,Cancel an existing order,emoji,1_light,emphasis_or_affect,test,original_constructed
order_cancel_b018_v06,order_cancel_b018,"bhai order cancel karna hai, delivery bahut late dikh rahi hai??",Orders,order_cancel,Cancel an existing order,punctuation,1_light,none,test,original_constructed
order_cancel_b018_v07,order_cancel_b018,"bhai order cacnel karna hai, delivrey bahtu late dikh rahi hai?",Orders,order_cancel,Cancel an existing order,shorthand_typo,2_medium,none,test,original_constructed
order_cancel_b018_v08,order_cancel_b018,"bhai order cancel karna hai, delivery bahut late dikh rahi hai? 😕",Orders,order_cancel,Cancel an existing order,shorthand_emoji,1_light,emphasis_or_affect,test,original_constructed
order_cancel_b018_v09,order_cancel_b018,"bhai ordr cancel karna hai, delivery bahut late dikh rahi hai? 😕",Orders,order_cancel,Cancel an existing order,code_mix_emoji,2_medium,emphasis_or_affect,test,original_constructed
order_cancel_b018_v10,order_cancel_b018,"bhaiii order cancel karna hai, delivery bahut late dikh rahi hai? 😭",Orders,order_cancel,Cancel an existing order,stress,2_medium,emphasis_or_affect,test,original_constructed
order_cancel_b019_v01,order_cancel_b019,Mera item ka plan change ho gaya wala order cancel karna hai,Orders,order_cancel,Cancel an existing order,clean,0_clean,none,train,original_constructed
order_cancel_b019_v02,order_cancel_b019,mera item ka plan change ho gaya wala order cancel karna hai,Orders,order_cancel,Cancel an existing order,shorthand,1_light,none,train,original_constructed
order_cancel_b019_v03,order_cancel_b019,Mera product ka plan update ho gaya wala ordr cancel karna hai,Orders,order_cancel,Cancel an existing order,code_mix,1_light,none,train,original_constructed
order_cancel_b019_v04,order_cancel_b019,Mera item ka plan change ho gaya wala oredr cancle karan hai,Orders,order_cancel,Cancel an existing order,typo,2_medium,none,train,original_constructed
order_cancel_b019_v05,order_cancel_b019,Mera item ka plan change ho gaya wala order cancel karna hai 🙏,Orders,order_cancel,Cancel an existing order,emoji,1_light,emphasis_or_affect,train,original_constructed
order_cancel_b019_v06,order_cancel_b019,Mera item ka plan change ho gaya wala order cancel karna hai...,Orders,order_cancel,Cancel an existing order,punctuation,1_light,none,train,original_constructed
order_cancel_b019_v07,order_cancel_b019,mera item ka plan change ho gaya wala ordre cancle karan hai,Orders,order_cancel,Cancel an existing order,shorthand_typo,2_medium,none,train,original_constructed
order_cancel_b019_v08,order_cancel_b019,mera item ka plan change ho gaya wala order cancel karna hai 🙏,Orders,order_cancel,Cancel an existing order,shorthand_emoji,1_light,emphasis_or_affect,train,original_constructed
order_cancel_b019_v09,order_cancel_b019,Mera product ka plan update ho gaya wala ordr cancel karna hai 🙏,Orders,order_cancel,Cancel an existing order,code_mix_emoji,2_medium,emphasis_or_affect,train,original_constructed
order_cancel_b019_v10,order_cancel_b019,Mera item kaaa plan change ho gaya wala order cancel karna hai 😭,Orders,order_cancel,Cancel an existing order,stress,2_medium,emphasis_or_affect,train,original_constructed
order_cancel_b020_v01,order_cancel_b020,"mujhe lagta hai, please galti se order place ho gaya; order ko stop kar sakte ho?",Orders,order_cancel,Cancel an existing order,clean,0_clean,none,train,original_constructed
order_cancel_b020_v02,order_cancel_b020,"mujhe lagta hai, pls galti se order place ho gaya; order ko stop kar sakte ho?",Orders,order_cancel,Cancel an existing order,shorthand,1_light,none,train,original_constructed
order_cancel_b020_v03,order_cancel_b020,"mujhe lagta hai, please galti se ordr place ho gaya; ordr ko stop kar sakte ho?",Orders,order_cancel,Cancel an existing order,code_mix,1_light,none,train,original_constructed
order_cancel_b020_v04,order_cancel_b020,"mujhe latga hai, please galit se ordre palce ho gaya; ordre ko stop kar saket ho?",Orders,order_cancel,Cancel an existing order,typo,2_medium,none,train,original_constructed
order_cancel_b020_v05,order_cancel_b020,"mujhe lagta hai, please galti se order place ho gaya; order ko stop kar sakte ho? 😕",Orders,order_cancel,Cancel an existing order,emoji,1_light,emphasis_or_affect,train,original_constructed
order_cancel_b020_v06,order_cancel_b020,"mujhe lagta hai, please galti se order place ho gaya; order ko stop kar sakte ho??",Orders,order_cancel,Cancel an existing order,punctuation,1_light,none,train,original_constructed
order_cancel_b020_v07,order_cancel_b020,"mjuhe lagta hai, pls galti se order plaec ho gaya; order ko stop kar skate ho?",Orders,order_cancel,Cancel an existing order,shorthand_typo,2_medium,none,train,original_constructed
order_cancel_b020_v08,order_cancel_b020,"mujhe lagta hai, pls galti se order place ho gaya; order ko stop kar sakte ho? 😕",Orders,order_cancel,Cancel an existing order,shorthand_emoji,1_light,emphasis_or_affect,train,original_constructed
order_cancel_b020_v09,order_cancel_b020,"mujhe lagta hai, please galti se ordr place ho gaya; ordr ko stop kar sakte ho? 😕",Orders,order_cancel,Cancel an existing order,code_mix_emoji,2_medium,emphasis_or_affect,train,original_constructed
order_cancel_b020_v10,order_cancel_b020,"mujhe lagta hai, please galti seee order place ho gaya; order ko stop kar sakte ho? 😭",Orders,order_cancel,Cancel an existing order,stress,2_medium,emphasis_or_affect,train,original_constructed
order_cancel_b021_v01,order_cancel_b021,"mujhe item ka plan change ho gaya, isliye order ab nahi chahiye",Orders,order_cancel,Cancel an existing order,clean,0_clean,none,train,original_constructed
order_cancel_b021_v02,order_cancel_b021,"mujhe item ka plan change ho gaya, isliye order ab nahi chahiye",Orders,order_cancel,Cancel an existing order,shorthand,1_light,none,train,original_constructed
order_cancel_b021_v03,order_cancel_b021,"mujhe product ka plan update ho gaya, isliye ordr ab nahi chahiye",Orders,order_cancel,Cancel an existing order,code_mix,1_light,none,train,original_constructed
order_cancel_b021_v04,order_cancel_b021,"mujhe item ka plan cahnge ho gaya, isilye odrer ab nahi chhaiye",Orders,order_cancel,Cancel an existing order,typo,2_medium,none,train,original_constructed
order_cancel_b021_v05,order_cancel_b021,"mujhe item ka plan change ho gaya, isliye order ab nahi chahiye 🙏",Orders,order_cancel,Cancel an existing order,emoji,1_light,emphasis_or_affect,train,original_constructed
order_cancel_b021_v06,order_cancel_b021,"mujhe item ka plan change ho gaya, isliye order ab nahi chahiye...",Orders,order_cancel,Cancel an existing order,punctuation,1_light,none,train,original_constructed
order_cancel_b021_v07,order_cancel_b021,"mujeh item ka plan chnage ho gaya, isliey odrer ab nahi cahhiye",Orders,order_cancel,Cancel an existing order,shorthand_typo,2_medium,none,train,original_constructed
order_cancel_b021_v08,order_cancel_b021,"mujhe item ka plan change ho gaya, isliye order ab nahi chahiye 🙏",Orders,order_cancel,Cancel an existing order,shorthand_emoji,1_light,emphasis_or_affect,train,original_constructed
order_cancel_b021_v09,order_cancel_b021,"mujhe product ka plan update ho gaya, isliye ordr ab nahi chahiye 🙏",Orders,order_cancel,Cancel an existing order,code_mix_emoji,2_medium,emphasis_or_affect,train,original_constructed
order_cancel_b021_v10,order_cancel_b021,"mujhe item kaaa plan change ho gaya, isliye order ab nahi chahiye 😭",Orders,order_cancel,Cancel an existing order,stress,2_medium,emphasis_or_affect,train,original_constructed
order_cancel_b022_v01,order_cancel_b022,"pls order place ho chuka hai, par galti se order place ho gaya; cancel kar do",Orders,order_cancel,Cancel an existing order,clean,0_clean,none,train,original_constructed
order_cancel_b022_v02,order_cancel_b022,"pls order place ho chuka hai, par galti se order place ho gaya; cancel kar do",Orders,order_cancel,Cancel an existing order,shorthand,1_light,none,train,original_constructed
order_cancel_b022_v03,order_cancel_b022,"pls ordr place ho chuka hai, par galti se ordr place ho gaya; cancel kar do",Orders,order_cancel,Cancel an existing order,code_mix,1_light,none,train,original_constructed
